HOG	OG	Gene Tree Parent Clade	BMAL	BOKI	CBRI	CELE	CINO	CNIO	CREM	HCON	OTIP	OVOL	PEXS	PRPA	SRAT
N7.HOG0000141	OG0000002	n20					CINO.Sp34_10032500, CINO.Sp34_10079600, CINO.Sp34_10167800, CINO.Sp34_10180100, CINO.Sp34_10180600, CINO.Sp34_10189900, CINO.Sp34_10208600, CINO.Sp34_10219600, CINO.Sp34_10219700, CINO.Sp34_10229500, CINO.Sp34_10260300, CINO.Sp34_20025300, CINO.Sp34_20046300, CINO.Sp34_20062800, CINO.Sp34_20064800, CINO.Sp34_20092800, CINO.Sp34_20094200, CINO.Sp34_20124500, CINO.Sp34_20133820, CINO.Sp34_20145400, CINO.Sp34_20152300, CINO.Sp34_20160200, CINO.Sp34_20178400, CINO.Sp34_20192000, CINO.Sp34_20197300, CINO.Sp34_20216100, CINO.Sp34_20216200, CINO.Sp34_20220200, CINO.Sp34_20235200, CINO.Sp34_20253500, CINO.Sp34_20253600, CINO.Sp34_20293600, CINO.Sp34_20329000, CINO.Sp34_20330100, CINO.Sp34_30092500, CINO.Sp34_30095800, CINO.Sp34_30130600, CINO.Sp34_30136200, CINO.Sp34_30146500, CINO.Sp34_30151900, CINO.Sp34_30154400, CINO.Sp34_30162200, CINO.Sp34_30163200, CINO.Sp34_30163400, CINO.Sp34_30167900, CINO.Sp34_30282100, CINO.Sp34_40057900, CINO.Sp34_40122100, CINO.Sp34_40154100, CINO.Sp34_40168400, CINO.Sp34_40168500, CINO.Sp34_40171100, CINO.Sp34_40186600, CINO.Sp34_40188900, CINO.Sp34_40191100, CINO.Sp34_40215500, CINO.Sp34_40215600, CINO.Sp34_40218000, CINO.Sp34_40222700, CINO.Sp34_40233700, CINO.Sp34_40245300, CINO.Sp34_40250600, CINO.Sp34_40252500, CINO.Sp34_40256200, CINO.Sp34_40280100, CINO.Sp34_40280200, CINO.Sp34_40281800, CINO.Sp34_40308000, CINO.Sp34_40338200, CINO.Sp34_50004400, CINO.Sp34_50040700, CINO.Sp34_50043900, CINO.Sp34_50054700, CINO.Sp34_50054800, CINO.Sp34_50055500, CINO.Sp34_50067900, CINO.Sp34_50101500, CINO.Sp34_50133600, CINO.Sp34_50151000, CINO.Sp34_50155200, CINO.Sp34_50169900, CINO.Sp34_50170000, CINO.Sp34_50206700, CINO.Sp34_50238600, CINO.Sp34_50282810, CINO.Sp34_50301800, CINO.Sp34_50315400, CINO.Sp34_50332800, CINO.Sp34_50368700, CINO.Sp34_50372300, CINO.Sp34_X0003300, CINO.Sp34_X0040600, CINO.Sp34_X0052200, CINO.Sp34_X0052900, CINO.Sp34_X0092900, CINO.Sp34_X0095000, CINO.Sp34_X0108910, CINO.Sp34_X0121100, CINO.Sp34_X0121500, CINO.Sp34_X0138900, CINO.Sp34_X0149800, CINO.Sp34_X0150100, CINO.Sp34_X0151600, CINO.Sp34_X0154000, CINO.Sp34_X0179400, CINO.Sp34_X0190300, CINO.Sp34_X0191420, CINO.Sp34_X0226400, CINO.Sp34_X0227000, CINO.Sp34_X0254500, CINO.Sp34_X0279300								
N7.HOG0000142	OG0000002	n131					CINO.Sp34_50150900, CINO.Sp34_50272900, CINO.Sp34_X0108500								
N7.HOG0000143	OG0000002	n135					CINO.Sp34_10287400, CINO.Sp34_20201200, CINO.Sp34_20202500, CINO.Sp34_30001000, CINO.Sp34_30216000, CINO.Sp34_40133500, CINO.Sp34_50004900, CINO.Sp34_50032900, CINO.Sp34_50265000, CINO.Sp34_50285900, CINO.Sp34_50304900, CINO.Sp34_X0074900, CINO.Sp34_X0243200								
N7.HOG0000144	OG0000002	n148					CINO.Sp34_10098800, CINO.Sp34_40198500, CINO.Sp34_X0003200								
N7.HOG0000145	OG0000002	n151					CINO.Sp34_10273000, CINO.Sp34_10323400, CINO.Sp34_10346700, CINO.Sp34_20202000, CINO.Sp34_20339200, CINO.Sp34_30168700, CINO.Sp34_40134100, CINO.Sp34_40175200, CINO.Sp34_40227200, CINO.Sp34_50019800, CINO.Sp34_50122900, CINO.Sp34_50253300, CINO.Sp34_50264200, CINO.Sp34_X0093700	CNIO.Cnig_chr_V.g17665, CNIO.nigoni.pc_2016.07.11_018.g28178							
N7.HOG0000146	OG0000002	n168					CINO.Sp34_10116900, CINO.Sp34_10181300, CINO.Sp34_10182400, CINO.Sp34_10262200, CINO.Sp34_10262300, CINO.Sp34_10269600, CINO.Sp34_20119600, CINO.Sp34_20163600, CINO.Sp34_20199800, CINO.Sp34_20206800, CINO.Sp34_20225500, CINO.Sp34_20274200, CINO.Sp34_20309700, CINO.Sp34_30065600, CINO.Sp34_30072900, CINO.Sp34_30114000, CINO.Sp34_30130000, CINO.Sp34_30198100, CINO.Sp34_30223600, CINO.Sp34_30261700, CINO.Sp34_30263900, CINO.Sp34_40081700, CINO.Sp34_40096500, CINO.Sp34_40100100, CINO.Sp34_40185200, CINO.Sp34_40202200, CINO.Sp34_40202300, CINO.Sp34_50012700, CINO.Sp34_50019300, CINO.Sp34_50039920, CINO.Sp34_50056900, CINO.Sp34_50098000, CINO.Sp34_50159000, CINO.Sp34_50223220, CINO.Sp34_50281100, CINO.Sp34_50310700, CINO.Sp34_X0084800, CINO.Sp34_X0085000, CINO.Sp34_X0148300, CINO.Sp34_X0158400, CINO.Sp34_X0181600, CINO.Sp34_X0242900, CINO.Sp34_X0259400	CNIO.Cnig_chr_III.g10100							
N7.HOG0000147	OG0000002	n230					CINO.Sp34_20338900, CINO.Sp34_30218100, CINO.Sp34_50372100, CINO.Sp34_X0215300	CNIO.Cnig_chr_V.g22134							
N7.HOG0000148	OG0000002	n253					CINO.Sp34_20025200, CINO.Sp34_20145500, CINO.Sp34_20197400, CINO.Sp34_30130700, CINO.Sp34_40095300, CINO.Sp34_40307900, CINO.Sp34_50252100, CINO.Sp34_X0149700								
N7.HOG0000149	OG0000002	n268					CINO.Sp34_10222800, CINO.Sp34_10222900, CINO.Sp34_20213200, CINO.Sp34_40095200, CINO.Sp34_50272800								
N7.HOG0000150	OG0000002	n274					CINO.Sp34_10104100								
N7.HOG0000151	OG0000002	n283					CINO.Sp34_X0156000								
N7.HOG0000152	OG0000002	n299					CINO.Sp34_10008100, CINO.Sp34_10035000, CINO.Sp34_10052600, CINO.Sp34_10069200, CINO.Sp34_10085500, CINO.Sp34_10089400, CINO.Sp34_10095200, CINO.Sp34_10095500, CINO.Sp34_10101910, CINO.Sp34_10129200, CINO.Sp34_10132400, CINO.Sp34_10133600, CINO.Sp34_10142000, CINO.Sp34_10147700, CINO.Sp34_10154500, CINO.Sp34_10158900, CINO.Sp34_10211200, CINO.Sp34_10228200, CINO.Sp34_10233700, CINO.Sp34_10271500, CINO.Sp34_10319900, CINO.Sp34_10320900, CINO.Sp34_10321400, CINO.Sp34_10345600, CINO.Sp34_20002700, CINO.Sp34_20004800, CINO.Sp34_20038400, CINO.Sp34_20078700, CINO.Sp34_20094500, CINO.Sp34_20100200, CINO.Sp34_20103410, CINO.Sp34_20109400, CINO.Sp34_20128000, CINO.Sp34_20134300, CINO.Sp34_20148900, CINO.Sp34_20151400, CINO.Sp34_20160300, CINO.Sp34_20170500, CINO.Sp34_20179500, CINO.Sp34_20179700, CINO.Sp34_20185300, CINO.Sp34_20195200, CINO.Sp34_20195900, CINO.Sp34_20205400, CINO.Sp34_20206100, CINO.Sp34_20207300, CINO.Sp34_20217600, CINO.Sp34_20236500, CINO.Sp34_20238500, CINO.Sp34_20241500, CINO.Sp34_20243000, CINO.Sp34_20244500, CINO.Sp34_20248310, CINO.Sp34_20251700, CINO.Sp34_20260000, CINO.Sp34_20272100, CINO.Sp34_20288700, CINO.Sp34_20338700, CINO.Sp34_30007000, CINO.Sp34_30047300, CINO.Sp34_30091500, CINO.Sp34_30093300, CINO.Sp34_30094000, CINO.Sp34_30104300, CINO.Sp34_30123000, CINO.Sp34_30134800, CINO.Sp34_30146400, CINO.Sp34_30163000, CINO.Sp34_30166800, CINO.Sp34_30170300, CINO.Sp34_30210700, CINO.Sp34_30216900, CINO.Sp34_30223500, CINO.Sp34_30231800, CINO.Sp34_30234500, CINO.Sp34_30242100, CINO.Sp34_30247800, CINO.Sp34_30263200, CINO.Sp34_40027510, CINO.Sp34_40102200, CINO.Sp34_40111700, CINO.Sp34_40115700, CINO.Sp34_40116300, CINO.Sp34_40130000, CINO.Sp34_40148400, CINO.Sp34_40174500, CINO.Sp34_40200000, CINO.Sp34_40209100, CINO.Sp34_40256700, CINO.Sp34_40256900, CINO.Sp34_40263000, CINO.Sp34_40263300, CINO.Sp34_40264800, CINO.Sp34_40270400, CINO.Sp34_40306400, CINO.Sp34_40308400, CINO.Sp34_50019900, CINO.Sp34_50020300, CINO.Sp34_50021200, CINO.Sp34_50030600, CINO.Sp34_50038700, CINO.Sp34_50040500, CINO.Sp34_50050100, CINO.Sp34_50052900, CINO.Sp34_50084400, CINO.Sp34_50120200, CINO.Sp34_50128300, CINO.Sp34_50161300, CINO.Sp34_50174400, CINO.Sp34_50186800, CINO.Sp34_50187100, CINO.Sp34_50187500, CINO.Sp34_50206800, CINO.Sp34_50208600, CINO.Sp34_50231400, CINO.Sp34_50233100, CINO.Sp34_50271700, CINO.Sp34_50316300, CINO.Sp34_50334800, CINO.Sp34_50341900, CINO.Sp34_50358700, CINO.Sp34_50388800, CINO.Sp34_50415000, CINO.Sp34_50416200, CINO.Sp34_X0030800, CINO.Sp34_X0074000, CINO.Sp34_X0090200, CINO.Sp34_X0104900, CINO.Sp34_X0129000, CINO.Sp34_X0186800, CINO.Sp34_X0208500, CINO.Sp34_X0212800, CINO.Sp34_X0220300								
N7.HOG0000153	OG0000002	n413					CINO.Sp34_10115700, CINO.Sp34_10128100, CINO.Sp34_30114400, CINO.Sp34_40100200, CINO.Sp34_50237300	CNIO.nigoni.pc_2016.07.11_015.g27975							
N7.HOG0000154	OG0000002	n418					CINO.Sp34_10050400, CINO.Sp34_50270600	CNIO.Cnig_chr_X.g23726							
N7.HOG0000155	OG0000002	n420						CNIO.Cnig_chr_III.g11015, CNIO.Cnig_chr_X.g24569, CNIO.nigoni.pc_2016.07.11_011.g27551, CNIO.nigoni.pc_2016.07.11_017.g28100							
N7.HOG0000156	OG0000002	n424				CELE.CELE_ZC239.1	CINO.Sp34_10132900, CINO.Sp34_10142800, CINO.Sp34_20097300, CINO.Sp34_20104100, CINO.Sp34_20108700, CINO.Sp34_20139220, CINO.Sp34_20177300, CINO.Sp34_20211600, CINO.Sp34_20249500, CINO.Sp34_30177400, CINO.Sp34_30181200, CINO.Sp34_30213900, CINO.Sp34_50058000, CINO.Sp34_50071800, CINO.Sp34_50095900, CINO.Sp34_X0093100, CINO.Sp34_X0211400, CINO.Sp34_X0245000	CNIO.Cnig_chr_II.g4510, CNIO.Cnig_chr_II.g7008, CNIO.Cnig_chr_II.g7677, CNIO.Cnig_chr_III.g11038, CNIO.nigoni.pc_2016.07.11_011.g27567, CNIO.nigoni.pc_2016.07.11_013.g27780, CNIO.nigoni.pc_2016.07.11_014.g27908							
N7.HOG0000157	OG0000002	n453			CBRI.L5515_001994			CNIO.Cnig_chr_I.g3513, CNIO.Cnig_chr_II.g4322, CNIO.Cnig_chr_II.g6589, CNIO.Cnig_chr_IV.g12331, CNIO.Cnig_chr_IV.g13523, CNIO.Cnig_chr_V.g21311, CNIO.Cnig_chr_V.g21923, CNIO.Cnig_chr_X.g23693, CNIO.nigoni.pc_2016.07.11_016.g28075							
N7.HOG0000158	OG0000002	n462					CINO.Sp34_10344800								
N7.HOG0000159	OG0000002	n503					CINO.Sp34_20166000								
N7.HOG0000160	OG0000002	n557					CINO.Sp34_10022700, CINO.Sp34_10192400, CINO.Sp34_10229310, CINO.Sp34_10244200, CINO.Sp34_10334400, CINO.Sp34_20096710, CINO.Sp34_20135700, CINO.Sp34_20156400, CINO.Sp34_20163400, CINO.Sp34_20182400, CINO.Sp34_20189300, CINO.Sp34_20191400, CINO.Sp34_20206000, CINO.Sp34_20220800, CINO.Sp34_20224200, CINO.Sp34_20240610, CINO.Sp34_20299700, CINO.Sp34_30039100, CINO.Sp34_30059500, CINO.Sp34_30059600, CINO.Sp34_30078200, CINO.Sp34_30134400, CINO.Sp34_30140120, CINO.Sp34_30185900, CINO.Sp34_30194600, CINO.Sp34_30194700, CINO.Sp34_40003800, CINO.Sp34_40071700, CINO.Sp34_40140120, CINO.Sp34_40152300, CINO.Sp34_40165400, CINO.Sp34_40179500, CINO.Sp34_40179600, CINO.Sp34_40212500, CINO.Sp34_40216920, CINO.Sp34_40247800, CINO.Sp34_40250700, CINO.Sp34_40263800, CINO.Sp34_40275800, CINO.Sp34_50003000, CINO.Sp34_50020500, CINO.Sp34_50021800, CINO.Sp34_50056000, CINO.Sp34_50057210, CINO.Sp34_50060700, CINO.Sp34_50074400, CINO.Sp34_50077310, CINO.Sp34_50078100, CINO.Sp34_50122600, CINO.Sp34_50213500, CINO.Sp34_50240300, CINO.Sp34_50315510, CINO.Sp34_50328200, CINO.Sp34_50330600, CINO.Sp34_50348000, CINO.Sp34_X0179300								
N7.HOG0000161	OG0000002	n598					CINO.Sp34_30070900, CINO.Sp34_50225000								
N7.HOG0000162	OG0000002	n601			CBRI.L5515_000691	CELE.CELE_C32F10.2	CINO.Sp34_10189400, CINO.Sp34_10296200, CINO.Sp34_10296600, CINO.Sp34_20119500	CNIO.Cni-lin-35	CREM.GCK72_001005						
N7.HOG0000163	OG0000002	n611				CELE.CELE_Y38A10A.11									
N7.HOG0000164	OG0000002	n614					CINO.Sp34_10192700, CINO.Sp34_20135600, CINO.Sp34_20255900, CINO.Sp34_40249000, CINO.Sp34_50216300, CINO.Sp34_X0088000, CINO.Sp34_X0180200								
N7.HOG0000165	OG0000002	n625			CBRI.L5515_017500	CELE.CELE_C04F6.7	CINO.Sp34_X0270400	CNIO.Cni-C04F6.7	CREM.GCK72_024096						
N7.HOG0000166	OG0000002	n633			CBRI.L5515_010449	CELE.CELE_Y45F10D.13	CINO.Sp34_40268500	CNIO.Cnig_chr_IV.g12707, CNIO.Cnig_chr_IV.g12708	CREM.GCK72_013155						
N7.HOG0000167	OG0000002	n638					CINO.Sp34_30221600, CINO.Sp34_50133200	CNIO.Cnig_chr_IV.g12025	CREM.GCK72_012014						
N7.HOG0000168	OG0000002	n641				CELE.CELE_T05E7.5	CINO.Sp34_40057700, CINO.Sp34_50121800								
N7.HOG0000169	OG0000002	n645					CINO.Sp34_10192800, CINO.Sp34_50388000								
N7.HOG0000170	OG0000002	n651					CINO.Sp34_50259900								
N7.HOG0000171	OG0000002	n654					CINO.Sp34_30108000, CINO.Sp34_50054000								
N7.HOG0000172	OG0000002	n656			CBRI.L5515_004069	CELE.CELE_ZC21.6	CINO.Sp34_30078300	CNIO.Cni-ZC21.6	CREM.GCK72_010136						
N7.HOG0000173	OG0000003	n96					CINO.Sp34_50030800, CINO.Sp34_X0111200								
N7.HOG0000174	OG0000003	n98					CINO.Sp34_10063900, CINO.Sp34_10092700, CINO.Sp34_10131500, CINO.Sp34_10152900, CINO.Sp34_10153800, CINO.Sp34_10215900, CINO.Sp34_10334100, CINO.Sp34_20144000, CINO.Sp34_20159600, CINO.Sp34_20184800, CINO.Sp34_20193800, CINO.Sp34_20199600, CINO.Sp34_20232200, CINO.Sp34_20233500, CINO.Sp34_20234000, CINO.Sp34_20235300, CINO.Sp34_20236400, CINO.Sp34_20282200, CINO.Sp34_20297000, CINO.Sp34_20299800, CINO.Sp34_20314900, CINO.Sp34_30023400, CINO.Sp34_30037800, CINO.Sp34_30096000, CINO.Sp34_30102900, CINO.Sp34_30103500, CINO.Sp34_30103800, CINO.Sp34_30198500, CINO.Sp34_30198600, CINO.Sp34_30221400, CINO.Sp34_30226500, CINO.Sp34_30278700, CINO.Sp34_30307600, CINO.Sp34_40062100, CINO.Sp34_40086100, CINO.Sp34_40154000, CINO.Sp34_40193400, CINO.Sp34_40198900, CINO.Sp34_40200100, CINO.Sp34_40217900, CINO.Sp34_40223200, CINO.Sp34_40281500, CINO.Sp34_40282900, CINO.Sp34_40291900, CINO.Sp34_40327700, CINO.Sp34_40330900, CINO.Sp34_50010020, CINO.Sp34_50018300, CINO.Sp34_50030700, CINO.Sp34_50032300, CINO.Sp34_50042400, CINO.Sp34_50053400, CINO.Sp34_50057300, CINO.Sp34_50063700, CINO.Sp34_50066800, CINO.Sp34_50072200, CINO.Sp34_50080100, CINO.Sp34_50087600, CINO.Sp34_50113100, CINO.Sp34_50150300, CINO.Sp34_50156900, CINO.Sp34_50201600, CINO.Sp34_50217900, CINO.Sp34_50230100, CINO.Sp34_50257600, CINO.Sp34_50260400, CINO.Sp34_50279000, CINO.Sp34_50282200, CINO.Sp34_50291000, CINO.Sp34_50309500, CINO.Sp34_50309700, CINO.Sp34_50316400, CINO.Sp34_50316500, CINO.Sp34_50356000, CINO.Sp34_50356800, CINO.Sp34_50358200, CINO.Sp34_X0004200, CINO.Sp34_X0009400, CINO.Sp34_X0026400, CINO.Sp34_X0036100, CINO.Sp34_X0048600, CINO.Sp34_X0048700, CINO.Sp34_X0067800, CINO.Sp34_X0111100, CINO.Sp34_X0117800, CINO.Sp34_X0169400, CINO.Sp34_X0170300, CINO.Sp34_X0176000, CINO.Sp34_X0220000, CINO.Sp34_X0236000, CINO.Sp34_X0271800	CNIO.Cnig_chr_IV.g13149, CNIO.Cnig_chr_IV.g13382, CNIO.nigoni.pc_2016.07.11_021.g28346							
N7.HOG0000175	OG0000003	n197					CINO.Sp34_20214000, CINO.Sp34_50125700, CINO.Sp34_50291900								
N7.HOG0000176	OG0000003	n213				CELE.CELE_B0280.6, CELE.CELE_H28G03.5, CELE.CELE_T06A1.6, CELE.CELE_Y57E12AL.3									
N7.HOG0000177	OG0000003	n217				CELE.CELE_T24E12.7		CNIO.Cnig_chr_I.g3076, CNIO.Cnig_chr_I.g3753, CNIO.Cnig_chr_I.g435, CNIO.Cnig_chr_I.g446, CNIO.Cnig_chr_II.g4772, CNIO.Cnig_chr_II.g4860, CNIO.Cnig_chr_II.g7708, CNIO.Cnig_chr_II.g8004, CNIO.Cnig_chr_II.g8031, CNIO.Cnig_chr_III.g10922, CNIO.Cnig_chr_III.g11179, CNIO.Cnig_chr_III.g11188, CNIO.Cnig_chr_III.g11189, CNIO.Cnig_chr_III.g8435, CNIO.Cnig_chr_III.g9075, CNIO.Cnig_chr_IV.g12104, CNIO.Cnig_chr_IV.g12393, CNIO.Cnig_chr_IV.g13197, CNIO.Cnig_chr_IV.g13494, CNIO.Cnig_chr_IV.g13608, CNIO.Cnig_chr_IV.g15028, CNIO.Cnig_chr_IV.g15236, CNIO.Cnig_chr_IV.g15405, CNIO.Cnig_chr_IV.g15528, CNIO.Cnig_chr_IV.g15531, CNIO.Cnig_chr_IV.g15638, CNIO.Cnig_chr_IV.g15771, CNIO.Cnig_chr_V.g17045, CNIO.Cnig_chr_V.g17248, CNIO.Cnig_chr_V.g17472, CNIO.Cnig_chr_V.g17498, CNIO.Cnig_chr_V.g17523, CNIO.Cnig_chr_V.g17627, CNIO.Cnig_chr_V.g17628, CNIO.Cnig_chr_V.g17728, CNIO.Cnig_chr_V.g18004, CNIO.Cnig_chr_V.g18163, CNIO.Cnig_chr_V.g18164, CNIO.Cnig_chr_V.g18219, CNIO.Cnig_chr_V.g18297, CNIO.Cnig_chr_V.g18410, CNIO.Cnig_chr_V.g18495, CNIO.Cnig_chr_V.g18496, CNIO.Cnig_chr_V.g20214, CNIO.Cnig_chr_V.g20277, CNIO.Cnig_chr_V.g20827, CNIO.Cnig_chr_V.g21316, CNIO.Cnig_chr_V.g21995, CNIO.Cnig_chr_V.g21996, CNIO.Cnig_chr_V.g22085, CNIO.Cnig_chr_X.g22468, CNIO.Cnig_chr_X.g22757, CNIO.Cnig_chr_X.g23027, CNIO.Cnig_chr_X.g23223, CNIO.Cnig_chr_X.g23561, CNIO.Cnig_chr_X.g23716, CNIO.Cnig_chr_X.g24342, CNIO.Cnig_chr_X.g24635, CNIO.Cnig_chr_X.g24663, CNIO.Cnig_chr_X.g24685, CNIO.Cnig_chr_X.g24741, CNIO.Cnig_chr_X.g25157, CNIO.Cnig_chr_X.g25227, CNIO.Cnig_chr_X.g25505, CNIO.Cnig_chr_X.g25641, CNIO.Cnig_chr_X.g25747, CNIO.Cnig_chr_X.g25978, CNIO.Cnig_chr_X.g26386, CNIO.Cnig_chr_X.g26441, CNIO.Cnig_chr_X.g26554, CNIO.nigoni.pc_2016.07.11_011.g27523, CNIO.nigoni.pc_2016.07.11_011.g27574, CNIO.nigoni.pc_2016.07.11_013.g27807, CNIO.nigoni.pc_2016.07.11_015.g27959, CNIO.nigoni.pc_2016.07.11_017.g28109, CNIO.nigoni.pc_2016.07.11_019.g28205, CNIO.nigoni.pc_2016.07.11_019.g28229, CNIO.nigoni.pc_2016.07.11_021.g28338, CNIO.nigoni.pc_2016.07.11_021.g28351, CNIO.nigoni.pc_2016.07.11_028.g28656, CNIO.nigoni.pc_2016.07.11_079.g29070							
N7.HOG0000178	OG0000003	n295				CELE.CELE_F07E5.10, CELE.CELE_F58E2.8		CNIO.nigoni.pc_2016.07.11_007.g27134							
N7.HOG0000179	OG0000003	n297				CELE.CELE_F40H7.6, CELE.CELE_T12B5.9									
N7.HOG0000180	OG0000003	n322			CBRI.L5515_004175		CINO.Sp34_10120600, CINO.Sp34_10180500, CINO.Sp34_30073400, CINO.Sp34_40188700, CINO.Sp34_X0113700	CNIO.Cnig_chr_V.g16808							
N7.HOG0000181	OG0000003	n332					CINO.Sp34_10094700, CINO.Sp34_10102300, CINO.Sp34_10104600, CINO.Sp34_10126000, CINO.Sp34_10126900, CINO.Sp34_10128000, CINO.Sp34_10129600, CINO.Sp34_10167700, CINO.Sp34_20014000, CINO.Sp34_20016000, CINO.Sp34_20062300, CINO.Sp34_20159500, CINO.Sp34_20165100, CINO.Sp34_20168600, CINO.Sp34_20185500, CINO.Sp34_20226300, CINO.Sp34_20227700, CINO.Sp34_20242000, CINO.Sp34_20260100, CINO.Sp34_20264900, CINO.Sp34_20286800, CINO.Sp34_20308300, CINO.Sp34_20338200, CINO.Sp34_30016300, CINO.Sp34_30047800, CINO.Sp34_30063800, CINO.Sp34_30065500, CINO.Sp34_30071910, CINO.Sp34_30169500, CINO.Sp34_30170200, CINO.Sp34_30183000, CINO.Sp34_30228200, CINO.Sp34_40019000, CINO.Sp34_40050600, CINO.Sp34_40110210, CINO.Sp34_40148500, CINO.Sp34_40149100, CINO.Sp34_40162100, CINO.Sp34_40180100, CINO.Sp34_40202100, CINO.Sp34_40205400, CINO.Sp34_40341900, CINO.Sp34_50014700, CINO.Sp34_50075920, CINO.Sp34_50111000, CINO.Sp34_50111500, CINO.Sp34_50113510, CINO.Sp34_50121400, CINO.Sp34_50140200, CINO.Sp34_50164000, CINO.Sp34_50169600, CINO.Sp34_50171700, CINO.Sp34_50176000, CINO.Sp34_50188700, CINO.Sp34_50205700, CINO.Sp34_50211000, CINO.Sp34_50218400, CINO.Sp34_50233000, CINO.Sp34_50252400, CINO.Sp34_50259500, CINO.Sp34_50265300, CINO.Sp34_50322000, CINO.Sp34_50327000, CINO.Sp34_50335610, CINO.Sp34_50336500, CINO.Sp34_50337350, CINO.Sp34_50352600, CINO.Sp34_50357500, CINO.Sp34_50371500, CINO.Sp34_50381300, CINO.Sp34_X0000500, CINO.Sp34_X0002800, CINO.Sp34_X0026800, CINO.Sp34_X0028000, CINO.Sp34_X0028100, CINO.Sp34_X0029100, CINO.Sp34_X0083300, CINO.Sp34_X0096000, CINO.Sp34_X0111500, CINO.Sp34_X0112100, CINO.Sp34_X0119800, CINO.Sp34_X0145400, CINO.Sp34_X0155800, CINO.Sp34_X0173700, CINO.Sp34_X0182600, CINO.Sp34_X0204300, CINO.Sp34_X0225600, CINO.Sp34_X0252200, CINO.Sp34_X0254200								
N7.HOG0000182	OG0000003	n436					CINO.Sp34_50275100								
N7.HOG0000183	OG0000003	n447					CINO.Sp34_20159700	CNIO.Cnig_chr_II.g7346, CNIO.Cnig_chr_IV.g13297							
N7.HOG0000184	OG0000003	n604					CINO.Sp34_20200900	CNIO.Cnig_chr_V.g17191							
N7.HOG0000185	OG0000003	n610			CBRI.L5515_003151	CELE.CELE_Y37D8A.15	CINO.Sp34_30293500	CNIO.Cni-flp-14	CREM.GCK72_010960						
N7.HOG0000186	OG0000004	n4				CELE.CELE_F53F4.3		CNIO.Cni-tbcb-1	CREM.GCK72_018607						
N7.HOG0000187	OG0000004	n12			CBRI.L5515_019259										
N7.HOG0000188	OG0000004	n15					CINO.Sp34_10257100, CINO.Sp34_40164200, CINO.Sp34_50121200, CINO.Sp34_50268200								
N7.HOG0000189	OG0000004	n23					CINO.Sp34_X0274100								
N7.HOG0000190	OG0000004	n27					CINO.Sp34_30282200								
N7.HOG0000191	OG0000004	n33						CNIO.Cnig_chr_V.g17354, CNIO.Cnig_chr_X.g26091							
