HOG	OG	Gene Tree Parent Clade	BMAL	BOKI	CBRI	CELE	CINO	CNIO	CREM	HCON	OTIP	OVOL	PEXS	PRPA	SRAT
N11.HOG0000230	OG0000007	n241			CBRI.L5515_009338			CNIO.nigoni.pc_2016.07.11_013.g27782							
N11.HOG0000231	OG0000007	n244			CBRI.L5515_008510			CNIO.Cnig_chr_V.g19997							
N11.HOG0000232	OG0000007	n247			CBRI.L5515_008511			CNIO.Cnig_chr_V.g17453, CNIO.Cnig_chr_V.g19998							
N11.HOG0000233	OG0000007	n253						CNIO.Cnig_chr_V.g19996							
N11.HOG0000234	OG0000007	n256			CBRI.L5515_008512			CNIO.Cnig_chr_V.g20000							
N11.HOG0000235	OG0000007	n264			CBRI.L5515_007996			CNIO.Cnig_chr_V.g19401							
N11.HOG0000236	OG0000007	n267			CBRI.L5515_008064			CNIO.Cnig_chr_V.g19476							
N11.HOG0000237	OG0000007	n274			CBRI.L5515_000772			CNIO.Cnig_chr_I.g1216							
N11.HOG0000238	OG0000007	n280			CBRI.L5515_000776			CNIO.Cnig_chr_I.g1220							
N11.HOG0000239	OG0000007	n291			CBRI.L5515_006631			CNIO.Cnig_chr_V.g17662							
N11.HOG0000240	OG0000007	n292			CBRI.L5515_006632			CNIO.Cnig_chr_V.g17663							
N11.HOG0000241	OG0000007	n295			CBRI.L5515_000766			CNIO.Cnig_chr_I.g1211							
N11.HOG0000242	OG0000007	n304			CBRI.L5515_006488			CNIO.Cnig_chr_V.g17410							
N11.HOG0000243	OG0000007	n306			CBRI.L5515_000773			CNIO.Cnig_chr_I.g1218							
N11.HOG0000244	OG0000007	n312			CBRI.L5515_006987			CNIO.Cnig_chr_V.g18132							
N11.HOG0000245	OG0000007	n313			CBRI.L5515_006988			CNIO.Cnig_chr_V.g18133							
N11.HOG0000246	OG0000007	n314			CBRI.L5515_006989			CNIO.Cnig_chr_V.g18134							
N11.HOG0000247	OG0000007	n319			CBRI.L5515_007186			CNIO.Cnig_chr_V.g18412							
N11.HOG0000248	OG0000007	n320			CBRI.L5515_006977			CNIO.Cnig_chr_V.g18413							
N11.HOG0000249	OG0000007	n322			CBRI.L5515_000143										
N11.HOG0000250	OG0000007	n326			CBRI.L5515_007467			CNIO.Cnig_chr_V.g18735, CNIO.Cnig_chr_V.g18736, CNIO.Cnig_chr_V.g18739							
N11.HOG0000251	OG0000007	n333						CNIO.Cnig_chr_V.g18734							
N11.HOG0000252	OG0000007	n337						CNIO.Cnig_chr_V.g18738							
N11.HOG0000253	OG0000007	n341			CBRI.L5515_012214, CBRI.L5515_012215			CNIO.Cnig_chr_IV.g15073							
N11.HOG0000254	OG0000007	n345			CBRI.L5515_012213			CNIO.Cnig_chr_IV.g15071, CNIO.Cnig_chr_IV.g15072							
N11.HOG0000255	OG0000008	n69						CNIO.Cnig_chr_III.g10419							
N11.HOG0000256	OG0000008	n82						CNIO.Cnig_chr_IV.g14348							
N11.HOG0000257	OG0000008	n89			CBRI.L5515_013001			CNIO.Cnig_chr_II.g4039							
N11.HOG0000258	OG0000008	n90			CBRI.L5515_015642			CNIO.Cnig_chr_II.g7606							
N11.HOG0000259	OG0000008	n94			CBRI.L5515_007466			CNIO.Cnig_chr_V.g18733							
N11.HOG0000260	OG0000008	n97			CBRI.L5515_010525			CNIO.Cnig_chr_IV.g12886, CNIO.Cnig_chr_IV.g12887, CNIO.Cnig_chr_IV.g12888, CNIO.Cnig_chr_IV.g12889, CNIO.Cnig_chr_IV.g12890, CNIO.Cnig_chr_IV.g12891, CNIO.Cnig_chr_IV.g12892							
N11.HOG0000261	OG0000008	n112						CNIO.nigoni.pc_2016.07.11_026.g28558, CNIO.nigoni.pc_2016.07.11_026.g28566, CNIO.nigoni.pc_2016.07.11_043.g28866							
N11.HOG0000262	OG0000008	n115			CBRI.L5515_005499			CNIO.Cnig_chr_III.g11758							
N11.HOG0000263	OG0000008	n119						CNIO.nigoni.pc_2016.07.11_017.g28129							
N11.HOG0000264	OG0000008	n120						CNIO.Cnig_chr_II.g4580, CNIO.Cnig_chr_IV.g16016, CNIO.nigoni.pc_2016.07.11_014.g27853, CNIO.nigoni.pc_2016.07.11_019.g28268, CNIO.nigoni.pc_2016.07.11_021.g28340, CNIO.nigoni.pc_2016.07.11_021.g28342							
N11.HOG0000265	OG0000008	n138			CBRI.L5515_006539, CBRI.L5515_010526										
N11.HOG0000266	OG0000008	n282						CNIO.Cnig_chr_X.g25032							
N11.HOG0000267	OG0000008	n285						CNIO.nigoni.pc_2016.07.11_017.g28140							
N11.HOG0000268	OG0000008	n287						CNIO.Cnig_chr_II.g4579, CNIO.Cnig_chr_IV.g16017, CNIO.nigoni.pc_2016.07.11_021.g28339							
N11.HOG0000269	OG0000008	n351						CNIO.Cnig_chr_IV.g15714, CNIO.Cnig_chr_IV.g16018, CNIO.nigoni.pc_2016.07.11_011.g27549, CNIO.nigoni.pc_2016.07.11_034.g28765							
N11.HOG0000270	OG0000008	n367						CNIO.Cnig_chr_I.g3028							
N11.HOG0000271	OG0000008	n376						CNIO.nigoni.pc_2016.07.11_017.g28145							
N11.HOG0000272	OG0000009	n31			CBRI.L5515_016011			CNIO.Cni-srd-3							
N11.HOG0000273	OG0000009	n35			CBRI.L5515_013115			CNIO.Cni-srd-1							
N11.HOG0000274	OG0000009	n38			CBRI.L5515_013113										
N11.HOG0000275	OG0000009	n44			CBRI.L5515_012643			CNIO.Cni-Y77E11A.16							
N11.HOG0000276	OG0000009	n57			CBRI.L5515_006163			CNIO.Cni-srd-32							
N11.HOG0000277	OG0000009	n62			CBRI.L5515_006164			CNIO.Cni-srd-33							
N11.HOG0000278	OG0000009	n69			CBRI.L5515_007649			CNIO.Cni-srd-4							
N11.HOG0000279	OG0000009	n105			CBRI.L5515_005680			CNIO.Cni-srd-11							
N11.HOG0000280	OG0000009	n112			CBRI.L5515_011834			CNIO.Cni-srd-10							
N11.HOG0000281	OG0000009	n119			CBRI.L5515_010861			CNIO.Cnig_chr_IV.g13376							
N11.HOG0000282	OG0000009	n120			CBRI.L5515_010863			CNIO.Cnig_chr_IV.g13378							
N11.HOG0000283	OG0000009	n126			CBRI.L5515_010879			CNIO.Cnig_chr_IV.g13400							
N11.HOG0000284	OG0000009	n130						CNIO.Cnig_chr_IV.g13391							
N11.HOG0000285	OG0000009	n133			CBRI.L5515_010871, CBRI.L5515_010872			CNIO.Cnig_chr_IV.g13392							
N11.HOG0000286	OG0000009	n138			CBRI.L5515_008218			CNIO.Cni-srd-9							
N11.HOG0000287	OG0000009	n144			CBRI.L5515_008307			CNIO.Cnig_chr_V.g19736							
N11.HOG0000288	OG0000009	n148			CBRI.L5515_008306			CNIO.Cnig_chr_V.g19735							
N11.HOG0000289	OG0000009	n156			CBRI.L5515_008566			CNIO.Cnig_chr_V.g20061							
N11.HOG0000290	OG0000009	n158			CBRI.L5515_009589			CNIO.nigoni.pc_2016.07.11_007.g26856, CNIO.nigoni.pc_2016.07.11_007.g26857							
N11.HOG0000291	OG0000009	n161			CBRI.L5515_007309			CNIO.Cnig_chr_V.g18553							
N11.HOG0000292	OG0000009	n182			CBRI.L5515_010196			CNIO.Cnig_chr_IV.g12257							
N11.HOG0000293	OG0000009	n187			CBRI.L5515_009250			CNIO.Cnig_chr_V.g20991							
N11.HOG0000294	OG0000009	n197			CBRI.L5515_003666			CNIO.Cni-Y32H12A.1							
N11.HOG0000295	OG0000010	n24						CNIO.Cnig_chr_I.g2421, CNIO.Cnig_chr_II.g4319, CNIO.Cnig_chr_III.g9451, CNIO.Cnig_chr_V.g16856, CNIO.Cnig_chr_V.g17492, CNIO.Cnig_chr_X.g22849, CNIO.Cnig_chr_X.g22858, CNIO.Cnig_chr_X.g22863, CNIO.Cnig_chr_X.g23111, CNIO.Cnig_chr_X.g25246, CNIO.nigoni.pc_2016.07.11_068.g29014, CNIO.nigoni.pc_2016.07.11_124.g29180, CNIO.nigoni.pc_2016.07.11_124.g29181							
N11.HOG0000296	OG0000010	n104						CNIO.nigoni.pc_2016.07.11_033.g28756							
N11.HOG0000297	OG0000010	n111						CNIO.Cnig_chr_X.g26322, CNIO.Cnig_chr_X.g26325							
N11.HOG0000298	OG0000010	n119			CBRI.L5515_014851, CBRI.L5515_018783			CNIO.Cnig_chr_V.g17491, CNIO.Cnig_chr_X.g25247							
N11.HOG0000299	OG0000010	n140						CNIO.Cnig_chr_X.g23675							
N11.HOG0000300	OG0000010	n144			CBRI.L5515_012419, CBRI.L5515_012420, CBRI.L5515_013714, CBRI.L5515_015304, CBRI.L5515_015305										
N11.HOG0000301	OG0000010	n149						CNIO.nigoni.pc_2016.07.11_124.g29182							
N11.HOG0000302	OG0000010	n159						CNIO.Cnig_chr_III.g9452							
N11.HOG0000303	OG0000010	n162			CBRI.L5515_018197			CNIO.Cnig_chr_V.g20999							
N11.HOG0000304	OG0000010	n189						CNIO.Cnig_chr_X.g26053, CNIO.nigoni.pc_2016.07.11_033.g28757							
N11.HOG0000305	OG0000010	n192						CNIO.Cnig_chr_II.g5734, CNIO.Cnig_chr_III.g9027, CNIO.Cnig_chr_V.g20195, CNIO.Cnig_chr_V.g20196, CNIO.Cnig_chr_V.g20197, CNIO.nigoni.pc_2016.07.11_007.g27008							
N11.HOG0000306	OG0000010	n198			CBRI.L5515_019713			CNIO.Cnig_chr_III.g9216							
N11.HOG0000307	OG0000010	n199			CBRI.L5515_017317			CNIO.Cnig_chr_II.g7640, CNIO.Cnig_chr_II.g7643, CNIO.Cnig_chr_V.g22130, CNIO.nigoni.pc_2016.07.11_038.g28807							
N11.HOG0000308	OG0000010	n203			CBRI.L5515_018196			CNIO.Cnig_chr_I.g3139, CNIO.Cnig_chr_II.g8178, CNIO.Cnig_chr_IV.g12899, CNIO.Cnig_chr_V.g18031, CNIO.Cnig_chr_V.g21001, CNIO.Cnig_chr_V.g22133, CNIO.Cnig_chr_V.g22135, CNIO.Cnig_chr_X.g23550, CNIO.Cnig_chr_X.g24042, CNIO.Cnig_chr_X.g25438, CNIO.Cnig_chr_X.g25439, CNIO.nigoni.pc_2016.07.11_021.g28341, CNIO.nigoni.pc_2016.07.11_070.g29022							
N11.HOG0000309	OG0000011	n178			CBRI.L5515_016573			CNIO.Cni-vap-1							
N11.HOG0000310	OG0000011	n185			CBRI.L5515_017075			CNIO.Cni-vap-2							
N11.HOG0000311	OG0000011	n235			CBRI.L5515_011752			CNIO.Cnig_chr_IV.g14469, CNIO.Cnig_chr_IV.g14470							
N11.HOG0000312	OG0000011	n246			CBRI.L5515_011749			CNIO.Cnig_chr_IV.g14468							
N11.HOG0000313	OG0000011	n250			CBRI.L5515_011753			CNIO.Cni-scl-6							
N11.HOG0000314	OG0000011	n255						CNIO.Cnig_chr_IV.g14467							
N11.HOG0000315	OG0000011	n256			CBRI.L5515_011748			CNIO.Cnig_chr_IV.g14466							
N11.HOG0000316	OG0000011	n260			CBRI.L5515_006162			CNIO.Cnig_chr_V.g16978							
N11.HOG0000317	OG0000011	n261						CNIO.Cnig_chr_IV.g14465							
N11.HOG0000318	OG0000011	n274			CBRI.L5515_005701			CNIO.Cnig_chr_V.g16334, CNIO.Cnig_chr_V.g17931, CNIO.Cnig_chr_V.g17932							
N11.HOG0000319	OG0000011	n285			CBRI.L5515_006813			CNIO.Cnig_chr_V.g17890							
N11.HOG0000320	OG0000011	n286			CBRI.L5515_006814, CBRI.L5515_006955, CBRI.L5515_006956			CNIO.Cnig_chr_V.g17888, CNIO.Cnig_chr_V.g17889							
N11.HOG0000321	OG0000011	n290			CBRI.L5515_006776			CNIO.Cnig_chr_V.g17424, CNIO.Cnig_chr_V.g17855, CNIO.Cnig_chr_V.g18080							
N11.HOG0000322	OG0000011	n294			CBRI.L5515_012405			CNIO.Cnig_chr_IV.g15417							
N11.HOG0000323	OG0000011	n300			CBRI.L5515_007190			CNIO.Cnig_chr_V.g18420							
N11.HOG0000324	OG0000011	n301			CBRI.L5515_006653, CBRI.L5515_006839			CNIO.Cnig_chr_V.g17923							
N11.HOG0000325	OG0000011	n303			CBRI.L5515_012406			CNIO.Cnig_chr_IV.g15418							
N11.HOG0000326	OG0000011	n314			CBRI.L5515_006800			CNIO.Cnig_chr_V.g17881							
N11.HOG0000327	OG0000011	n315			CBRI.L5515_006797, CBRI.L5515_006798			CNIO.Cnig_chr_V.g17877, CNIO.Cnig_chr_V.g17878, CNIO.Cnig_chr_V.g17879, CNIO.Cnig_chr_V.g17880							
N11.HOG0000328	OG0000011	n325						CNIO.Cnig_chr_IV.g14462							
N11.HOG0000329	OG0000011	n332			CBRI.L5515_010454			CNIO.Cnig_chr_IV.g12715							
N11.HOG0000330	OG0000011	n333			CBRI.L5515_011754			CNIO.Cnig_chr_IV.g14472							
N11.HOG0000331	OG0000011	n336			CBRI.L5515_011746			CNIO.Cni-scl-9							
N11.HOG0000332	OG0000011	n340			CBRI.L5515_011452			CNIO.Cni-scl-18							
N11.HOG0000333	OG0000012	n30						CNIO.Cnig_chr_II.g7879							
N11.HOG0000334	OG0000013	n1			CBRI.L5515_009079, CBRI.L5515_009544			CNIO.Cnig_chr_V.g20733							
N11.HOG0000335	OG0000013	n8			CBRI.L5515_009285			CNIO.Cnig_chr_V.g21044							
N11.HOG0000336	OG0000013	n126			CBRI.L5515_009033			CNIO.Cnig_chr_V.g20664							
N11.HOG0000337	OG0000013	n137			CBRI.L5515_002303			CNIO.nigoni.pc_2016.07.11_008.g27181							
N11.HOG0000338	OG0000013	n142						CNIO.nigoni.pc_2016.07.11_007.g26833							
N11.HOG0000339	OG0000013	n144			CBRI.L5515_009214			CNIO.Cnig_chr_V.g20921, CNIO.Cnig_chr_V.g20922							
N11.HOG0000340	OG0000013	n150			CBRI.L5515_009163			CNIO.Cnig_chr_V.g20847, CNIO.nigoni.pc_2016.07.11_007.g26826							
N11.HOG0000341	OG0000013	n153						CNIO.nigoni.pc_2016.07.11_007.g26831							
N11.HOG0000342	OG0000013	n154			CBRI.L5515_009568			CNIO.nigoni.pc_2016.07.11_007.g26832							
N11.HOG0000343	OG0000013	n161			CBRI.L5515_009148			CNIO.Cnig_chr_V.g20813							
N11.HOG0000344	OG0000013	n165			CBRI.L5515_009150			CNIO.Cnig_chr_V.g20814							
N11.HOG0000345	OG0000013	n166			CBRI.L5515_009152			CNIO.Cnig_chr_V.g20815, CNIO.Cnig_chr_V.g20816, CNIO.Cnig_chr_V.g20817, CNIO.Cnig_chr_V.g20818, CNIO.Cnig_chr_V.g20819, CNIO.Cnig_chr_V.g20820							
N11.HOG0000346	OG0000013	n175			CBRI.L5515_005520			CNIO.Cnig_chr_III.g11793							
N11.HOG0000347	OG0000013	n178						CNIO.Cnig_chr_V.g21434							
N11.HOG0000348	OG0000013	n182						CNIO.Cnig_chr_II.g4534							
N11.HOG0000349	OG0000013	n186						CNIO.Cnig_chr_II.g4533, CNIO.Cnig_chr_II.g4539, CNIO.Cnig_chr_II.g4540, CNIO.Cnig_chr_II.g4542							
N11.HOG0000350	OG0000013	n190			CBRI.L5515_013301			CNIO.Cnig_chr_II.g4530							
N11.HOG0000351	OG0000013	n191			CBRI.L5515_013302, CBRI.L5515_013304			CNIO.Cnig_chr_II.g4531							
N11.HOG0000352	OG0000013	n193			CBRI.L5515_006625			CNIO.Cnig_chr_V.g17637							
N11.HOG0000353	OG0000013	n199			CBRI.L5515_009034			CNIO.Cnig_chr_V.g20665							
N11.HOG0000354	OG0000013	n201						CNIO.Cnig_chr_II.g4537							
N11.HOG0000355	OG0000013	n222			CBRI.L5515_009036			CNIO.Cnig_chr_V.g20668							
N11.HOG0000356	OG0000013	n225						CNIO.nigoni.pc_2016.07.11_007.g27093							
N11.HOG0000357	OG0000013	n232			CBRI.L5515_009648			CNIO.Cnig_chr_V.g21555							
N11.HOG0000358	OG0000013	n233						CNIO.Cnig_chr_V.g20611, CNIO.Cnig_chr_V.g20822							
N11.HOG0000359	OG0000013	n235						CNIO.nigoni.pc_2016.07.11_007.g26827							
N11.HOG0000360	OG0000013	n236						CNIO.Cnig_chr_V.g20823, CNIO.Cnig_chr_V.g20824, CNIO.Cnig_chr_V.g20825							
N11.HOG0000361	OG0000013	n252			CBRI.L5515_009167			CNIO.Cnig_chr_V.g20858							
N11.HOG0000362	OG0000013	n254			CBRI.L5515_009168			CNIO.Cnig_chr_V.g20859							
N11.HOG0000363	OG0000013	n256						CNIO.Cnig_chr_V.g21048							
N11.HOG0000364	OG0000013	n259			CBRI.L5515_006492			CNIO.Cnig_chr_V.g17414							
N11.HOG0000365	OG0000013	n264			CBRI.L5515_009008			CNIO.Cnig_chr_V.g20628							
N11.HOG0000366	OG0000013	n265			CBRI.L5515_009503			CNIO.Cnig_chr_V.g21413, CNIO.Cnig_chr_V.g21414							
N11.HOG0000367	OG0000013	n268			CBRI.L5515_009149			CNIO.Cnig_chr_V.g20812							
N11.HOG0000368	OG0000013	n273			CBRI.L5515_009419			CNIO.Cnig_chr_V.g21282, CNIO.Cnig_chr_V.g21286							
N11.HOG0000369	OG0000013	n275			CBRI.L5515_009480, CBRI.L5515_009481			CNIO.Cnig_chr_V.g20626, CNIO.Cnig_chr_V.g20627, CNIO.Cnig_chr_V.g21220, CNIO.Cnig_chr_V.g21274, CNIO.Cnig_chr_V.g21387, CNIO.Cnig_chr_V.g21388							
N11.HOG0000370	OG0000013	n286			CBRI.L5515_009406			CNIO.Cnig_chr_V.g20948, CNIO.Cnig_chr_V.g21224, CNIO.Cnig_chr_V.g21225, CNIO.Cnig_chr_V.g21226, CNIO.Cnig_chr_V.g21227, CNIO.Cnig_chr_V.g21228, CNIO.Cnig_chr_V.g21229, CNIO.Cnig_chr_V.g21235, CNIO.Cnig_chr_V.g21236, CNIO.Cnig_chr_V.g21239, CNIO.Cnig_chr_V.g21240, CNIO.Cnig_chr_V.g21241, CNIO.Cnig_chr_V.g21242, CNIO.Cnig_chr_V.g21243, CNIO.Cnig_chr_V.g21267, CNIO.Cnig_chr_V.g21268, CNIO.Cnig_chr_V.g21269, CNIO.Cnig_chr_V.g21270							
N11.HOG0000371	OG0000013	n304			CBRI.L5515_009227			CNIO.Cnig_chr_V.g20945, CNIO.Cnig_chr_V.g20946, CNIO.Cnig_chr_V.g20947							
N11.HOG0000372	OG0000013	n307			CBRI.L5515_009418, CBRI.L5515_009420			CNIO.Cnig_chr_V.g21288, CNIO.Cnig_chr_V.g21289							
N11.HOG0000373	OG0000013	n310			CBRI.L5515_009472			CNIO.Cnig_chr_V.g21197, CNIO.Cnig_chr_V.g21199, CNIO.Cnig_chr_V.g21200, CNIO.Cnig_chr_V.g21368, CNIO.Cnig_chr_V.g21369, CNIO.Cnig_chr_V.g21370, CNIO.Cnig_chr_V.g21371							
N11.HOG0000374	OG0000013	n317						CNIO.Cnig_chr_V.g21196, CNIO.Cnig_chr_V.g21198, CNIO.Cnig_chr_V.g21219, CNIO.Cnig_chr_V.g21221, CNIO.Cnig_chr_V.g21222, CNIO.Cnig_chr_V.g21237, CNIO.Cnig_chr_V.g21271, CNIO.Cnig_chr_V.g21272, CNIO.Cnig_chr_V.g21273, CNIO.Cnig_chr_V.g21275, CNIO.Cnig_chr_V.g21276, CNIO.Cnig_chr_V.g21277, CNIO.Cnig_chr_V.g21278, CNIO.Cnig_chr_V.g21279, CNIO.Cnig_chr_V.g21280, CNIO.Cnig_chr_V.g21281, CNIO.Cnig_chr_V.g21284, CNIO.Cnig_chr_V.g21285, CNIO.Cnig_chr_V.g21287, CNIO.nigoni.pc_2016.07.11_007.g26754, CNIO.nigoni.pc_2016.07.11_007.g27065, CNIO.nigoni.pc_2016.07.11_009.g27335, CNIO.nigoni.pc_2016.07.11_013.g27740							
N11.HOG0000375	OG0000013	n339			CBRI.L5515_009286			CNIO.Cnig_chr_V.g21045							
N11.HOG0000376	OG0000014	n33						CNIO.Cnig_chr_I.g2660, CNIO.Cnig_chr_I.g634, CNIO.Cnig_chr_II.g5376, CNIO.Cnig_chr_II.g7461, CNIO.Cnig_chr_III.g11551, CNIO.Cnig_chr_III.g11756, CNIO.Cnig_chr_III.g11757, CNIO.Cnig_chr_III.g8736, CNIO.Cnig_chr_V.g20036, CNIO.Cnig_chr_X.g22683, CNIO.Cnig_chr_X.g22845, CNIO.nigoni.pc_2016.07.11_027.g28639, CNIO.nigoni.pc_2016.07.11_027.g28640, CNIO.nigoni.pc_2016.07.11_046.g28887							
N11.HOG0000377	OG0000014	n99						CNIO.Cnig_chr_III.g9213, CNIO.Cnig_chr_IV.g12795, CNIO.Cnig_chr_V.g20613							
N11.HOG0000378	OG0000014	n203						CNIO.Cnig_chr_II.g4221, CNIO.Cnig_chr_II.g4376, CNIO.Cnig_chr_II.g4377, CNIO.nigoni.pc_2016.07.11_027.g28608							
N11.HOG0000379	OG0000014	n213						CNIO.Cnig_chr_II.g5746, CNIO.Cnig_chr_III.g11383, CNIO.Cnig_chr_III.g8338, CNIO.Cnig_chr_III.g8339, CNIO.Cnig_chr_III.g8340, CNIO.Cnig_chr_III.g8471, CNIO.Cnig_chr_V.g17860, CNIO.Cnig_chr_V.g20325, CNIO.Cnig_chr_V.g20465, CNIO.Cnig_chr_V.g21346, CNIO.Cnig_chr_V.g21943, CNIO.Cnig_chr_X.g23653, CNIO.Cnig_chr_X.g23654, CNIO.Cnig_chr_X.g26318, CNIO.Cnig_chr_X.g26712, CNIO.nigoni.pc_2016.07.11_016.g28052, CNIO.nigoni.pc_2016.07.11_024.g28472, CNIO.nigoni.pc_2016.07.11_030.g28726							
N11.HOG0000380	OG0000014	n239						CNIO.nigoni.pc_2016.07.11_025.g28523							
N11.HOG0000381	OG0000015	n2						CNIO.Cnig_chr_V.g20915							
N11.HOG0000382	OG0000015	n14			CBRI.L5515_015541			CNIO.Cnig_chr_II.g6992, CNIO.Cnig_chr_II.g6994, CNIO.Cnig_chr_II.g6999, CNIO.Cnig_chr_II.g7005, CNIO.Cnig_chr_II.g7006, CNIO.Cnig_chr_II.g7007, CNIO.Cnig_chr_X.g25592							
N11.HOG0000383	OG0000015	n21			CBRI.L5515_015272			CNIO.Cnig_chr_II.g6993, CNIO.Cnig_chr_II.g6997, CNIO.Cnig_chr_II.g7001, CNIO.Cnig_chr_II.g7002							
N11.HOG0000384	OG0000015	n25						CNIO.Cnig_chr_II.g7003, CNIO.Cnig_chr_II.g7004							
N11.HOG0000385	OG0000015	n26			CBRI.L5515_018354			CNIO.Cni-C39D10.11							
N11.HOG0000386	OG0000015	n34			CBRI.L5515_015271, CBRI.L5515_015540			CNIO.Cnig_chr_II.g6991							
N11.HOG0000387	OG0000015	n41			CBRI.L5515_015275										
N11.HOG0000388	OG0000015	n47			CBRI.L5515_015280			CNIO.Cnig_chr_II.g7021							
N11.HOG0000389	OG0000015	n64						CNIO.Cnig_chr_V.g20909, CNIO.Cnig_chr_V.g20910, CNIO.Cnig_chr_V.g20914							
N11.HOG0000390	OG0000015	n67						CNIO.Cnig_chr_II.g7181							
N11.HOG0000391	OG0000015	n72			CBRI.L5515_006012										
N11.HOG0000392	OG0000015	n78			CBRI.L5515_015338										
N11.HOG0000393	OG0000015	n87			CBRI.L5515_008066			CNIO.Cni-sri-20							
N11.HOG0000394	OG0000015	n96			CBRI.L5515_008561			CNIO.Cnig_chr_V.g20055							
N11.HOG0000395	OG0000015	n104			CBRI.L5515_008558			CNIO.Cnig_chr_V.g20053							
N11.HOG0000396	OG0000015	n105			CBRI.L5515_008559			CNIO.Cnig_chr_V.g20054							
N11.HOG0000397	OG0000015	n106			CBRI.L5515_015213, CBRI.L5515_015214			CNIO.nigoni.pc_2016.07.11_020.g28283							
N11.HOG0000398	OG0000015	n122			CBRI.L5515_008093										
N11.HOG0000399	OG0000015	n124			CBRI.L5515_006232										
N11.HOG0000400	OG0000015	n128			CBRI.L5515_006550			CNIO.Cnig_chr_V.g17501, CNIO.Cnig_chr_V.g17505							
N11.HOG0000401	OG0000015	n132			CBRI.L5515_011287			CNIO.Cni-sri-19							
N11.HOG0000402	OG0000015	n134			CBRI.L5515_007312			CNIO.Cnig_chr_II.g7000							
N11.HOG0000403	OG0000015	n261			CBRI.L5515_006795			CNIO.Cnig_chr_V.g17876							
N11.HOG0000404	OG0000015	n262			CBRI.L5515_009146			CNIO.Cnig_chr_V.g20808							
N11.HOG0000405	OG0000015	n278			CBRI.L5515_015334			CNIO.Cnig_chr_II.g7158							
N11.HOG0000406	OG0000015	n286			CBRI.L5515_015286										
N11.HOG0000407	OG0000015	n292						CNIO.Cnig_chr_II.g7157							
N11.HOG0000408	OG0000015	n294						CNIO.Cnig_chr_II.g7161, CNIO.Cnig_chr_II.g7163							
N11.HOG0000409	OG0000015	n298			CBRI.L5515_015285			CNIO.Cnig_chr_II.g7027							
N11.HOG0000410	OG0000015	n308			CBRI.L5515_015333			CNIO.Cnig_chr_II.g7155							
N11.HOG0000411	OG0000015	n310			CBRI.L5515_015329			CNIO.Cnig_chr_II.g7152							
N11.HOG0000412	OG0000015	n312			CBRI.L5515_015330, CBRI.L5515_015331			CNIO.Cnig_chr_II.g7153							
N11.HOG0000413	OG0000016	n4			CBRI.L5515_005982			CNIO.Cni-oac-29							
N11.HOG0000414	OG0000016	n84			CBRI.L5515_006557			CNIO.Cnig_chr_V.g17522, CNIO.Cnig_chr_V.g18276, CNIO.Cnig_chr_V.g18278							
N11.HOG0000415	OG0000016	n90			CBRI.L5515_012908			CNIO.Cnig_chr_IV.g16267, CNIO.Cnig_chr_IV.g16268, CNIO.Cnig_chr_V.g18370							
N11.HOG0000416	OG0000016	n103			CBRI.L5515_008568, CBRI.L5515_008569			CNIO.Cnig_chr_V.g20065							
N11.HOG0000417	OG0000016	n105			CBRI.L5515_008570			CNIO.Cnig_chr_V.g17236, CNIO.Cnig_chr_V.g17456, CNIO.Cnig_chr_V.g20066							
N11.HOG0000418	OG0000016	n115			CBRI.L5515_008567			CNIO.Cnig_chr_V.g20064							
N11.HOG0000419	OG0000016	n120						CNIO.Cnig_chr_V.g20063							
N11.HOG0000420	OG0000016	n127			CBRI.L5515_006360			CNIO.Cnig_chr_V.g17238							
N11.HOG0000421	OG0000016	n128			CBRI.L5515_000097			CNIO.Cnig_chr_I.g267, CNIO.Cnig_chr_V.g18271							
N11.HOG0000422	OG0000016	n131			CBRI.L5515_008571			CNIO.Cnig_chr_V.g20067							
N11.HOG0000423	OG0000016	n139						CNIO.Cnig_chr_IV.g12731, CNIO.Cnig_chr_IV.g13887, CNIO.Cnig_chr_V.g19646							
N11.HOG0000424	OG0000016	n163						CNIO.nigoni.pc_2016.07.11_008.g27202, CNIO.nigoni.pc_2016.07.11_008.g27203, CNIO.nigoni.pc_2016.07.11_008.g27204							
N11.HOG0000425	OG0000016	n168			CBRI.L5515_011099			CNIO.Cnig_chr_IV.g13672							
N11.HOG0000426	OG0000016	n185			CBRI.L5515_010864			CNIO.Cnig_chr_II.g4859, CNIO.Cnig_chr_II.g4863, CNIO.Cnig_chr_IV.g12897							
N11.HOG0000427	OG0000016	n188			CBRI.L5515_010528, CBRI.L5515_010865			CNIO.Cnig_chr_IV.g12898, CNIO.Cnig_chr_IV.g13379, CNIO.Cnig_chr_IV.g13380							
N11.HOG0000428	OG0000016	n192			CBRI.L5515_010866, CBRI.L5515_010867			CNIO.Cnig_chr_IV.g13381, CNIO.Cnig_chr_IV.g13385, CNIO.Cnig_chr_IV.g13386, CNIO.Cnig_chr_IV.g13387, CNIO.Cnig_chr_X.g25979							
N11.HOG0000429	OG0000016	n199			CBRI.L5515_011557			CNIO.Cnig_chr_IV.g14209, CNIO.Cnig_chr_IV.g14210, CNIO.Cnig_chr_IV.g14211							
N11.HOG0000430	OG0000016	n203			CBRI.L5515_009658										
